438829370770460672	1075163244	Thu Feb 27 00:14:09 +0000 2014			<a href="http://www.facebook.com/twitter" rel="nofollow">Facebook</a>	0		New York	#girlslikeus http://t.co/xaQ3jN3Ezn	Debrah Sarria	DebrahSarria
439092508656558080	6096312	Thu Feb 27 17:39:46 +0000 2014			<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>	0		Wherever I go, there I am.	RT @Lavernecox: This page is deeply moving. http://t.co/0AcUKWC4X8 #RedefiningRealness @janetmock #girlslikeus. Tears streaming as I scroll…	Mariel Martin	mlmartin
439099995782799360	967033308	Thu Feb 27 18:09:31 +0000 2014	439099273620119552	967033308	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	By doing nothing you allow the current federal government to promote religious discrimination.  You are twisting too! @GaltsGirl @Hauckers	CAMI	xoCAMILLAxo
439102931661377536	967033308	Thu Feb 27 18:21:11 +0000 2014	439102051235422209	355252624	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	A non-religious person bashing a Christian, Muslim, Jew, etc is equally as offensive!  @mikekaney1 @jensan1332 @IvoryDove	CAMI	xoCAMILLAxo
439105574219681792	967033308	Thu Feb 27 18:31:41 +0000 2014	439104786109976576	967033308	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	Do you hate me now Mikey?  What about our "Loving Utipia?". @mikekaney1 @jensan1332 @IvoryDove	CAMI	xoCAMILLAxo
439107008558428160	967033308	Thu Feb 27 18:37:23 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	RT @cjgalaway: I know where I'm going and I know the truth, and I don't have to be what you want me to be. I'm free to be what I want. Muha…	CAMI	xoCAMILLAxo
439107524399079424	967033308	Thu Feb 27 18:39:26 +0000 2014	438730451893891073	200362124	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	Yes, great quote!  We are ALL free to be what we want!  That includes gay, straight, Christian, Muslim, etc.  @cjgalaway @EdwardCalame	CAMI	xoCAMILLAxo
439108543711440897	967033308	Thu Feb 27 18:43:29 +0000 2014			<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	RT @michellemalkin: Speaking truth to Fed Ed. RT @perpetualvjlinz Georgia famiies to #stopcommoncore at our capitol.  @michellemalkin http:…	CAMI	xoCAMILLAxo
439148871848300545	134150952	Thu Feb 27 21:23:44 +0000 2014	439148680382513152	91231229	web	0		⚴ #girlslikeus	@ami_angelwings People brains are so weird. T_T;;;	Katherine Vortex	Hypatian
439165036817166336	967033308	Thu Feb 27 22:27:58 +0000 2014	439164650165665792	342737639	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	Apparently 911 Truthers refuse to acknowledge all other documented terrorist acts @jensan1332 @WickChris @iamwammy @Scarlett210 @SMadurski	CAMI	xoCAMILLAxo
439169017153343488	18924291	Thu Feb 27 22:43:47 +0000 2014			<a href="http://www.hootsuite.com" rel="nofollow">HootSuite</a>	0		New York City	Submitted your story to I AM #RedefiningRealness yet? I'm living for them! Read (+ submit yours) at; http://t.co/uh3TFz1baH #girlslikeus	Janet Mock	janetmock
439183026094735360	967033308	Thu Feb 27 23:39:27 +0000 2014	439178965773996032	878557344	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	0		#GirlsLikeUs #NRA #tgirlsrock	Oh, ok, let's hand over our guns then!  @cool_bugs @CindyBP @HobbyLobbyCase	CAMI	xoCAMILLAxo
439183982476148736	18924291	Thu Feb 27 23:43:15 +0000 2014	439114135327219712	1679367625	web	0		New York City	@GavinWOH Congratulations my dear. Welcome to the sisterhood! #girlslikeus	Janet Mock	janetmock
