twitter_id,user_id,time,reply_tweet_id,reply_user_id,source,truncated?,geotag,location,text,screen_name
184771225489391617,18924291,Tue Mar 27 22:37:47 +0000 2012,"","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,Exactly. We need to end gender policing. RT @rainbowmasochsm @janetmock The 80 doesn't understand trans women ARE born women. #girlslikeus,Janet Mock
184772404092993536,75642066,Tue Mar 27 22:42:28 +0000 2012,"","","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",false,"",uk,"RT @janetmock: @RyderMorrison Love it! Let's make noise, dahling! http://t.co/o6sZ30ca #girlslikeus",Sophie Darling
184804494683537408,18924291,Wed Mar 28 00:49:59 +0000 2012,184797435409862657,229780298,web,false,"",New York City,@Bryan675 Finally had time to breathe. Glad I can lend a voice (and hashtag #girlslikeus) to Jenna's plight.,Janet Mock
184805023216181248,18924291,Wed Mar 28 00:52:05 +0000 2012,184796865592692736,11260452,web,false,"",New York City,@MSKLARZ Someone reached out to me a few months back. I'll have to join on a Tuesday in the summer when work slows down. #girlslikeus,Janet Mock
184805602227273729,18924291,Wed Mar 28 00:54:23 +0000 2012,184791864740810754,142465102,web,false,"",New York City,"@ashlee5582 If we don't speak up and support #girlslikeus, no one will. Thanks for using the hashtag and lending your voice!",Janet Mock
184809188306857984,142465102,Wed Mar 28 01:08:38 +0000 2012,184805602227273729,18924291,web,false,"","",@janetmock absolutely girl! Thanks for being a true inspiration to us all! #girlslikeus,Ashlee
184809687168983040,523581745,Wed Mar 28 01:10:37 +0000 2012,"","","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",false,"","","RT @janetmock: There are currently 34,849 (out of 35,000) signatures supporting Jenna Talackova and #girlslikeus: http://t.co/uehSm6aQ",Maddox
184880080361766912,18924291,Wed Mar 28 05:50:20 +0000 2012,184879785871294464,25405932,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,"@dinadelicious Ditto! If we don't fight for her and #girlslikeus, who will? Just gotta put some Kevyn Aucoin on my bags in the AM. ;-)",Janet Mock
184880730520829952,18924291,Wed Mar 28 05:52:55 +0000 2012,184813574454132736,64044115,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,@wkj69 Yes! Thank you. #girlslikeus,Janet Mock
184888112403578882,14800190,Wed Mar 28 06:22:15 +0000 2012,"","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",false,"","Scarborough, ON",RT @janetmock: Sacrificed my beauty sleep to write about #transgender beauty queen Jenna Talackova: http://t.co/sjWgTMwD #girlslikeus,Paul Cadiente
184900913469718528,260457983,Wed Mar 28 07:13:07 +0000 2012,"","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,"","",RT @SarahTMW: Jenna Talackova makes #girlslikeus proud. Read @janetmock on why we are sick of the constant gawking and judgement http:// ...,AJ McKenna
184947264752582656,7053362,Wed Mar 28 10:17:18 +0000 2012,"",18924291,"<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","@janetmock thx for speaking up. indeed, the world needs to change. We need to change it. #girlslikeus",bluechan
185049677077557248,217508069,Wed Mar 28 17:04:15 +0000 2012,"","",web,false,"","Brooklyn, NY",RT @janetmock: [NEW POST] Why #GirlsLikeUs Matter: #Transgender pageant contest Jenna Talackova's Fight To Be Included http://t.co/TlDwLPOt,Candice C.
185067008038150144,18924291,Wed Mar 28 18:13:07 +0000 2012,"","",web,false,"",New York City,RT @SarahTMW: Jenna Talackova makes #girlslikeus proud. Read @janetmock on why we are sick of the constant gawking and judgement http:// ...,Janet Mock
185156896032956417,165453873,Thu Mar 29 00:10:18 +0000 2012,"","",web,false,"","San Francisco, California","RT @janetmock: ""There are so many varieties of women, why is it only this version is banned?"" #girlslikeus commenter. http://t.co/uAT1d4jM",Tim Chevalier
185180950282506240,19212550,Thu Mar 29 01:45:53 +0000 2012,"","","<a href=""http://www.metrotwit.com/"" rel=""nofollow"">MetroTwit</a>",false,"",Oshkosh,RT @LifeInNeon: #girlslikeus are #girlslikeyou. It shouldn't need to be explained further.,Eric
185204522107416578,342915584,Thu Mar 29 03:19:33 +0000 2012,"","",web,false,"","","RT @sesmithwrites: RT @janetmock We don't throw any #girlslikeus under the bus. We throw the bus. It's a bus-throwing zone, dahling.",Lotus Ciel
185257366491631616,206262727,Thu Mar 29 06:49:32 +0000 2012,"","",web,false,"",UK,"RT @janetmock: @SarahTMW Thanks for sharing this, and doing all that you do with @transmediawatch for #girlslikeus",Sarah Lake
185364203530485762,63112528,Thu Mar 29 13:54:04 +0000 2012,"","",web,false,"","","RT @janetmock: @lifeinneon I'd be nowhere w/o #girlslikeus who came before me, using their lives to make the road less bumpy. Just payin ...",Laverne Cox
185410794098393088,365869857,Thu Mar 29 16:59:12 +0000 2012,185177802096656384,18924291,web,false,"","Los Angeles, CA","@janetmock No, THANK YOU for all you have done and continue to do for #girlslikeus!",TransUnionLA
185436983034773504,32171756,Thu Mar 29 18:43:16 +0000 2012,"","",web,false,"",Arizona,"RT @janetmock: ICYM the catalyst behind #girlslikeus, I explain my feelings about realness, inclusiveness and sisterhood: http://t.co/JA ...",Abby Jensen
185459758256492544,41217638,Thu Mar 29 20:13:46 +0000 2012,"","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",false,"","Oklahoma City, OK",RT @janetmock: A mother of a young trans girl thanks #girlslikeus for living visibly. I'm a teary mess. http://t.co/AifDAx8X,Brittany Novotny
185468872323903489,18924291,Thu Mar 29 20:49:59 +0000 2012,185187512162074624,35281549,web,false,"",New York City,@tonacity By living visibly we help stomp out that fear and let everyone see how beautiful we are. Being seen is activism for #girlslikeus.,Janet Mock
185471921767448576,20526587,Thu Mar 29 21:02:06 +0000 2012,"","",web,false,"",WV,"Dr Oz ""do you ever miss having a penis"" grrrr sigh #girlslikeus",andie
185477873375784961,18924291,Thu Mar 29 21:25:45 +0000 2012,185473979987918848,35281549,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,"@tonacity would LOVE it if you tagged your tweets with #girlslikeus, when discussing #girlslikeus issues. xx",Janet Mock
185504876212649984,63112528,Thu Mar 29 23:13:03 +0000 2012,"","",web,false,"","",On my way to the #Imfromdriftwood spring fundraiser at Casa de Costa  11 Stone Street to support LGBT folks sharing our stories.#girlslikeus,Laverne Cox
185523163558453248,18924291,Fri Mar 30 00:25:43 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"",New York City,Big screen lit with LAVERNE COX in #musicalchairs. Ecstatic that @Lavernecox is bringing #girlslikeus to the movies.  http://t.co/Kl0NUV6C,Janet Mock
185524442816974848,63112528,Fri Mar 30 00:30:48 +0000 2012,"","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",false,"","",RT @janetmock: Big screen lit with LAVERNE COX in #musicalchairs. Ecstatic that @Lavernecox is bringing #girlslikeus to the movies.  htt ...,Laverne Cox
185721306589839361,101795538,Fri Mar 30 13:33:04 +0000 2012,"","",web,false,"",San Francisco North Bay,RT @janetmock: .@jennatalackova has more than 40.5K signatures on her @change petition. Let's continue pushing for her & #girlslikeus ht ...,Ginny Medeiros
185724880162013186,364253051,Fri Mar 30 13:47:16 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","Kent, United Kingdom.","RT @natachakennedy: Timely Trans #ff s: @janetmock, @jennatalackova, @SarahTMW #girlslikeus",Kent Trans Forum
185887527117402112,38279493,Sat Mar 31 00:33:34 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","Va. Beach, VA",RT @janetmock: Those who brought life to #girlslikeus 3 @christineburns @dinadelicious @teeloaf @lifeinneon @ingenuetou @genderjustice @ ...,Erin Britt ⚧ ☯
185889154545102848,18924291,Sat Mar 31 00:40:02 +0000 2012,"","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,#FF Those who spoke for #girlslikeus 5 @reubsjw @ts_ks @ziairesecco_j @bjr70 @niki_elle86 @woollyturtle @lucypaw @rsppublicist @theborum,Janet Mock
185893000516354050,280485239,Sat Mar 31 00:55:19 +0000 2012,"","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,"",Los Angeles,RT @janetmock: #FF Those who brought life to #girlslikeus 6 @bluechan @simoney90 @rydermorrison @ashlee5582 @led_girl @ryanleerubio @247 ...,Ryder Morrison
185894233570410496,18283982,Sat Mar 31 01:00:13 +0000 2012,"","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",false,"",Pennsylvania,I speak for #girlslikeus,Branan Cooper
185896448351670272,197494593,Sat Mar 31 01:09:01 +0000 2012,"","","<a href=""http://trillian.im/"" rel=""nofollow"">Trillian</a>",false,"",Venezuela,#girlslikeus deserve everything everyone else has. No one should deny you your identity.,Erica Mejías
185989071120777217,85682813,Sat Mar 31 07:17:04 +0000 2012,"","","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",false,"",London,"RT @BrittanyOKC: BTW, media types, #girlslikeus were not ""born a man,"" we were born as babies, just like everyone else.",Martha Rose Robinson
186016807927287808,206262727,Sat Mar 31 09:07:17 +0000 2012,"","",web,false,"",UK,RT @Lavernecox: If you haven't read Janet Mock's call to action for #girlslikeus you need to right away.  http://t.co/EMn4rRnl,Sarah Lake
186079206751473665,63112528,Sat Mar 31 13:15:14 +0000 2012,185977435752378369,206262727,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",false,"","",@SarahTMW thanks for sharing and spreading the word about #girlslikeus,Laverne Cox
186092804483727360,319966320,Sat Mar 31 14:09:16 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","",RT @TGworldNews: RT @Lavernecox: If you haven't read Janet Mock's call to action for #girlslikeus you need to right away.  http:/... htt ...,Kelly Clark
186096827127447552,35281549,Sat Mar 31 14:25:15 +0000 2012,"","",web,false,"","Springfield, Virginia",Often times #girlslikeus feel alone especially those of us in the media radar. We must encourage each other to succeed.,Tona Brown 
186124458820505600,18924291,Sat Mar 31 16:15:03 +0000 2012,"","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,"""I have the honor to say that Janet is the 1st trans person to ever be on our air"" MSNBC's @ThomasARoberts http://t.co/PvWJHEEn #girlslikeus",Janet Mock
186170470406692864,191548073,Sat Mar 31 19:17:53 +0000 2012,"","","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>",false,"",Southern US,"Ditto! RT @AutumnSandeen: @lavernecox The feeling is very, very mutual. #girlslikeus #trans #transandproud",Cori TS
186178301239373824,63556178,Sat Mar 31 19:49:00 +0000 2012,"","",web,false,"",Brooklyn-Born,"RT @janetmock: ""We have a special need/To feel that we belong/Come with me inside/Inside my velvet rope."" my namesake Janet #girlslikeus",Vicky
186180515869638657,363545234,Sat Mar 31 19:57:48 +0000 2012,"","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,"",Free Xone,"RT @janetmock: ""We have a special need/To feel that we belong/Come with me inside/Inside my velvet rope."" my namesake Janet #girlslikeus",DamitaJo ™
186270361942376449,123352185,Sun Apr 01 01:54:50 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"",under your bed.,Give a #girlslikeus the right 👠 shoes and we can conquer the world http://t.co/iSF1fFj0,Talofa Brooks 
186535047631872000,31146036,Sun Apr 01 19:26:35 +0000 2012,186534689253756929,220746552,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",false,"",Runnin thru ur thoughts!,@feltfedora @transponderer I haven't had many white Trans ppl reach out to me in a real way - tho I reach out. #girlsLikeUs #transchat,  ❤ Gabby Love ❤ 
186574922888380418,18924291,Sun Apr 01 22:05:02 +0000 2012,"","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,"""Share my life, take me for what I am cause I'll never change all my colors for you."" Whitney Houston  http://t.co/EHdZ3uzX #girlslikeus",Janet Mock
186595458402103296,76056806,Sun Apr 01 23:26:38 +0000 2012,186595075185324032,264434173,web,false,"",Borderlands between MA and CT,"@LifeInNeon I would love to see that change. I kind of love #girlslikeus because it feels like community, even if just a little bit.",Susan Jane Bigelow
186596041372610560,360143118,Sun Apr 01 23:28:57 +0000 2012,"","",web,false,"",N.Y.C - L.A. - Miami - Chicago,"#ToniEmbry Just Said 2 Share This @janetmock  ""Be Who U KNOW U R...Not Who People THINK U R"" #GirlsLikeUs",Glacé Ent. P.R.™  
186674852176994305,61199572,Mon Apr 02 04:42:07 +0000 2012,"","",web,false,"", Depends on when one asks ...,Never let a hater hold sway over ur own sense of self worth. #girlslikeus,Jessica Whittington
186914342892085249,18924291,Mon Apr 02 20:33:46 +0000 2012,"","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,"I'm confused, mommy. RT @transnewsdaily Bill O'Reilly Sticks Up For #Transgender Miss Universe Contestant http://t.co/n0XWYQKH #girlslikeus",Janet Mock
186918562210910208,18924291,Mon Apr 02 20:50:32 +0000 2012,186917930288676865,48465960,web,false,"",New York City,"@Tiger_Gray I know right?! When they showed the clips of her working it, I was scared for the competition too. #girlslikeus",Janet Mock
186925411505147904,18924291,Mon Apr 02 21:17:45 +0000 2012,"",143765636,web,false,"",New York City,"@AmaraStefani elated that u left your ""stealthy, comfortable, little life"" & let yourself be seen. I know the road all too well #girlslikeus",Janet Mock
186928540581761024,17824719,Mon Apr 02 21:30:11 +0000 2012,186927259926544386,18924291,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",false,"","New York, NY",@janetmock Love the hashtag #girlslikeus &lt;3 & adore you. ;) Happy monday,Stevie
186977270139850754,18924291,Tue Apr 03 00:43:49 +0000 2012,"","","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",false,"",New York City,The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Janet Mock
186978784010973184,14356136,Tue Apr 03 00:49:50 +0000 2012,"","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",false,"","Kitchener, Ontario",RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Carrie M
186987462411825152,242522505,Tue Apr 03 01:24:19 +0000 2012,"","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",false,"",Vancouver,#Maddow RT @theprovince: #Vancouver transgender beauty back in Miss Universe Canada pageant: http://t.co/IoTUmugq #girlslikeus,sjglass
186993011450843136,273291606,Tue Apr 03 01:46:22 +0000 2012,"","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",false,"",Q.C,RT @MsIsisKing: Just got an update on 1st trans contesrant Jenna Talackova in the Ms Universe... #ProudMoment #Girlslikeus :-) @glaad,solomon simbajon
186998451110813697,31583882,Tue Apr 03 02:07:59 +0000 2012,"","",web,false,"",United States,RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,GLAAD
186999210397286400,37513699,Tue Apr 03 02:11:00 +0000 2012,"","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",false,"","Toronto, Ontario, Canada",RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Alicia Jarvis
187000527631036416,211346885,Tue Apr 03 02:16:14 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","",RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Kim Pineda
187002373116395522,33492758,Tue Apr 03 02:23:34 +0000 2012,"",18924291,"<a href=""http://twitter.com/devices"" rel=""nofollow"">txt</a>",false,"",NYC,@janetmock that made me smile. #girlslikeus,brielle nicole
187008228217978880,285116126,Tue Apr 03 02:46:50 +0000 2012,"","","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",false,"","ÜT: -2.1453844,-79.90933",RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Natalie Vasconcellos
187010434434469890,191548073,Tue Apr 03 02:55:36 +0000 2012,"","","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>",false,"",Southern US,RT @janetmock: My story for @peoplemag on @jennatalackova's invitation to compete in Miss Universe & future inclusion of #girlslikeus ht ...,Cori TS
187027446489563136,30545158,Tue Apr 03 04:03:12 +0000 2012,"","",web,false,"","",RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Az
187029224719269888,27343231,Tue Apr 03 04:10:16 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","",RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Shana Gast
187045926685245440,17730209,Tue Apr 03 05:16:38 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","Thessaloniki, Greece",RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Nomi Ruiz
187051081279344641,142072310,Tue Apr 03 05:37:07 +0000 2012,"","",web,false,"",Ohio,RT @whateversusan: A rare but very satisfying win for #girlslikeus. Go Jenna!,Lauren N.
187055313604718593,206262727,Tue Apr 03 05:53:56 +0000 2012,"","",web,false,"",UK,RT @Lavernecox: @janetmock The revolution doesn't happen alone. It's global for #girlslikeus. We are beautiful no matter what they say.,Sarah Lake
187062317891059712,319460050,Tue Apr 03 06:21:46 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","RT @AutumnSandeen: @JennaTalackova, for herself & #girlslikeus, wins a battle. If she doesn't win Miss Universe, she won something us re ...",Maggie 4NoH8
187066323317174272,397828474,Tue Apr 03 06:37:41 +0000 2012,"","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,"",412pgh,"""@glaad gets miss universe contest to change rules re: trans women. Ejected contestant BACK IN! #missuniverse #girlslikeus"" yeah! u go girl!",ورغأق
187100154648735744,202683963,Tue Apr 03 08:52:07 +0000 2012,"","",web,false,"",Philippines,RT @janetmock: The Miss Universe Organization will allow @JennaTalackova to compete in the 2012 Miss Universe Canada pageant. #girlslikeus,Armon Etch Catin
187155494216011778,272355524,Tue Apr 03 12:32:01 +0000 2012,"","",web,false,"","Yarm, UK",Even though I am not keen on the pagent aspect it's her choice. I wish Jenna the best in whatever she chooses to do. #girlslikeus,Rachel Jaye Elsey
187161811022393344,428436152,Tue Apr 03 12:57:07 +0000 2012,"","",web,false,"","University of Edinburgh, UK",RT @janetmock: My story for @peoplemag on @jennatalackova's invitation to compete in Miss Universe & future inclusion of #girlslikeus ht ...,P. Trent Olsen
187176378012147713,366749007,Tue Apr 03 13:55:00 +0000 2012,187160746185068545,18924291,web,false,"",in the construct program,"@janetmock It's good this discussion happens. We need to confront any doubts early on how we move ahead, rather than later on. #girlslikeus",Patience Newbury
187191716355379200,451164557,Tue Apr 03 14:55:57 +0000 2012,"","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",Louisiana,RT @transnewsdaily: #Transgender Miss Universe may be able to compete after all http://t.co/XjPPHUBz #trans #girlslikeus #canada,LA Trans Advocates
187199773676273664,366749007,Tue Apr 03 15:27:58 +0000 2012,187192780139933696,18924291,web,false,"",in the construct program,"@janetmock It's reasonable to say many of us have been hit w/ not ""trans enough"" along diff ex. or intersections #girlslikeus #nolessvalid +",Patience Newbury
187226264787091458,19005129,Tue Apr 03 17:13:14 +0000 2012,"","","<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",false,"",In Your Face,Photos of Angie is out. Trailer: http://t.co/t3MVDE4A TW. #ripangiezapata #girlslikeus,Rocky
187228152379084800,18924291,Tue Apr 03 17:20:44 +0000 2012,"",500322656,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,"@TransActivisty Monica, JUST read your @cisnormativity piece. I was inspired. Also humbled by the mention: http://t.co/fe94JlDv #girlslikeus",Janet Mock
187244904374743040,489760317,Tue Apr 03 18:27:18 +0000 2012,"","","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",false,"","East London, UK",The Right to Dream: Jenna Talackova's Miss Universal Slight http://t.co/0SegrUMo via @HuffingtonPost #girlslikeus,Natasha S
187248960245735424,32171756,Tue Apr 03 18:43:25 +0000 2012,"","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",false,"",Arizona,RT @janetmock: .@jennatalackova is LIVE with lawyer Gloria Allred in a press conference: http://t.co/saz922vW #girlslikeus,Abby Jensen
187249073374498816,18924291,Tue Apr 03 18:43:52 +0000 2012,"","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,"Gloria Allred says Trump needs to be a ""leader"": ""Will he eliminate this abhorrent rule or not?"" #girlslikeus",Janet Mock
187251871092711425,20526587,Tue Apr 03 18:54:59 +0000 2012,"","",web,false,"",WV,Jenna Is so elegant they are truly afraid she will win #girlslikeus,Andie
187252474950844416,18924291,Tue Apr 03 18:57:23 +0000 2012,187245351621754881,362350370,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",false,"",New York City,@reubsjw I've been in a Janet Jackson #velvetrope mood this past week. What is everyone else listening to? #girlslikeus,Janet Mock
187299074029006848,32171756,Tue Apr 03 22:02:33 +0000 2012,"","","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",false,"",Arizona,Minn. fed'l court holds marriage between #transgender woman with amended BC & cisgender man is valid. http://t.co/Os0HWXbU #girlslikeus,Abby Jensen
187313594692665345,53750476,Tue Apr 03 23:00:15 +0000 2012,"","","<a href=""https://chrome.google.com/extensions/detail/encaiiljifbdbjlphpgpiimidegddhic"" rel=""nofollow"">Silver Bird</a>",false,"","",RT @janetmock: Call for submissions: Trans Women's Stories of Sexual Violence http://t.co/4Zw3ikC7 via @shelbygoodwin #girlslikeus,Puck Malamud
187320514937757697,153545363,Tue Apr 03 23:27:45 +0000 2012,"","","<a href=""http://twitter.com/#!/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","Los Angeles, CA",RT @janetmock: Call for submissions: Trans Women's Stories of Sexual Violence http://t.co/4Zw3ikC7 via @shelbygoodwin #girlslikeus,Ms. Sybil Hawthorne
